SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Aug 19 13:19:52 CDT 2016
User: Adolfo
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB2+H11150
Integration Time (usec): 70000 (USB2+H11150)
Spectra Averaged: 15 (USB2+H11150)
Boxcar Smoothing: 5 (USB2+H11150)
Correct for Electrical Dark: No (USB2+H11150)
Strobe/Lamp Enabled: Yes (USB2+H11150)
Correct for Detector Non-linearity: No (USB2+H11150)
Correct for Stray Light: No (USB2+H11150)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
178,23	401,471
178,61	401,471
178,99	401,471
179,37	-1746,154
179,75	286,667
180,14	2711,905
180,52	-2462,921
180,90	-1124,157
181,28	-874,091
181,66	-856,637
182,04	-705,903
182,42	-1308,784
182,80	-911,765
183,19	-702,974
183,57	-1204,294
183,95	-786,463
184,33	-1159,375
184,71	-1084,884
185,09	-852,752
185,47	-324,248
185,85	-216,825
186,24	-155,642
186,62	-137,951
187,00	-113,386
187,38	-96,130
187,76	-80,464
188,14	-70,068
188,52	-46,094
188,90	-39,677
189,28	-36,347
189,66	-33,318
190,04	-40,934
190,43	-42,144
190,81	-39,688
191,19	-34,032
191,57	-36,762
191,95	-38,684
192,33	-35,006
192,71	-29,267
193,09	-22,847
193,47	-22,806
193,85	-26,766
194,23	-18,247
194,61	-10,018
194,99	-4,012
195,37	-15,050
195,75	-5,774
196,13	-5,858
196,51	-7,427
196,89	-12,250
197,27	-16,217
197,66	-12,336
198,04	-6,541
198,42	-9,116
198,80	-20,560
199,18	-22,501
199,56	-14,142
199,94	-21,187
200,32	-30,328
200,70	-30,354
201,08	-29,420
201,46	-28,473
201,84	-32,761
202,22	-35,754
202,60	-43,665
202,98	-41,508
203,36	-41,389
203,74	-44,397
204,12	-44,457
204,50	-28,963
204,88	-23,394
205,26	-25,301
205,64	-23,989
206,01	-23,105
206,39	-18,377
206,77	-9,472
207,15	-10,519
207,53	-9,196
207,91	-6,872
208,29	-3,434
208,67	-5,580
209,05	-4,347
209,43	-4,447
209,81	-2,442
210,19	-3,562
210,57	-4,909
210,95	-7,061
211,33	-7,673
211,71	-11,426
212,09	-15,659
212,47	-15,739
212,85	-15,439
213,22	-17,188
213,60	-15,622
213,98	-17,463
214,36	-12,901
214,74	-15,192
215,12	-12,360
215,50	-5,563
215,88	-0,589
216,26	0,142
216,64	-5,115
217,02	-4,301
217,39	-3,058
217,77	0,163
218,15	-1,929
218,53	-2,568
218,91	0,419
219,29	-0,298
219,67	-0,774
220,05	-3,645
220,43	-1,359
220,80	1,288
221,18	0,377
221,56	1,395
221,94	1,565
222,32	2,363
222,70	2,028
223,08	0,339
223,45	1,542
223,83	-0,551
224,21	-0,423
224,59	-0,641
224,97	-0,892
225,35	-0,399
225,72	-0,734
226,10	-0,512
226,48	0,439
226,86	1,752
227,24	2,926
227,62	3,485
227,99	4,395
228,37	4,915
228,75	5,197
229,13	5,513
229,51	5,795
229,88	5,719
230,26	5,749
230,64	5,932
231,02	5,840
231,40	5,451
231,77	5,515
232,15	5,421
232,53	5,202
232,91	4,825
233,29	4,391
233,66	4,318
234,04	4,388
234,42	4,583
234,80	4,423
235,17	4,765
235,55	5,257
235,93	4,940
236,31	4,706
236,69	4,736
237,06	4,860
237,44	5,141
237,82	4,749
238,20	4,715
238,57	4,270
238,95	4,460
239,33	4,522
239,70	5,006
240,08	5,356
240,46	5,352
240,84	5,732
241,21	5,754
241,59	5,921
241,97	6,056
242,35	6,190
242,72	6,415
243,10	6,373
243,48	6,341
243,85	6,129
244,23	5,902
244,61	6,055
244,98	5,830
245,36	5,974
245,74	6,003
246,12	6,136
246,49	6,156
246,87	6,129
247,25	6,172
247,62	6,117
248,00	6,177
248,38	6,236
248,75	6,197
249,13	6,259
249,51	6,225
249,88	6,190
250,26	6,016
250,64	5,889
251,01	5,912
251,39	5,863
251,77	5,837
252,14	5,855
252,52	5,916
252,89	5,734
253,27	5,532
253,65	5,426
254,02	5,192
254,40	5,160
254,78	5,025
255,15	4,662
255,53	4,525
255,90	4,445
256,28	4,412
256,66	4,307
257,03	4,656
257,41	4,899
257,79	5,110
258,16	5,387
258,54	5,492
258,91	5,554
259,29	5,634
259,66	5,688
260,04	5,721
260,42	5,746
260,79	5,803
261,17	5,775
261,54	5,808
261,92	5,851
262,30	5,773
262,67	5,729
263,05	5,612
263,42	5,503
263,80	5,277
264,17	5,154
264,55	5,059
264,92	4,992
265,30	5,093
265,68	5,143
266,05	5,071
266,43	5,136
266,80	5,130
267,18	5,313
267,55	5,319
267,93	5,495
268,30	5,507
268,68	5,486
269,05	5,648
269,43	5,617
269,80	5,560
270,18	5,502
270,55	5,543
270,93	5,629
271,30	5,569
271,68	5,626
272,05	5,569
272,43	5,753
272,80	5,771
273,18	5,627
273,55	5,633
273,93	5,633
274,30	5,718
274,68	5,711
275,05	5,634
275,43	5,611
275,80	5,625
276,18	5,529
276,55	5,342
276,92	5,310
277,30	5,328
277,67	5,259
278,05	5,219
278,42	5,202
278,80	5,227
279,17	5,290
279,55	5,392
279,92	5,364
280,29	5,417
280,67	5,456
281,04	5,386
281,42	5,443
281,79	5,416
282,17	5,457
282,54	5,439
282,91	5,378
283,29	5,376
283,66	5,320
284,04	5,393
284,41	5,489
284,78	5,564
285,16	5,593
285,53	5,603
285,91	5,630
286,28	5,643
286,65	5,606
287,03	5,592
287,40	5,545
287,77	5,581
288,15	5,536
288,52	5,450
288,90	5,429
289,27	5,519
289,64	5,520
290,02	5,538
290,39	5,508
290,76	5,554
291,14	5,609
291,51	5,590
291,88	5,581
292,26	5,577
292,63	5,634
293,00	5,591
293,38	5,586
293,75	5,557
294,12	5,605
294,50	5,638
294,87	5,644
295,24	5,657
295,62	5,738
295,99	5,705
296,36	5,680
296,73	5,662
297,11	5,707
297,48	5,658
297,85	5,591
298,23	5,573
298,60	5,547
298,97	5,515
299,34	5,504
299,72	5,464
300,09	5,512
300,46	5,401
300,84	5,407
301,21	5,388
301,58	5,311
301,95	5,426
302,33	5,444
302,70	5,520
303,07	5,606
303,44	5,581
303,82	5,634
304,19	5,551
304,56	5,688
304,93	5,691
305,31	5,622
305,68	5,726
306,05	5,681
306,42	5,696
306,79	5,653
307,17	5,561
307,54	5,504
307,91	5,543
308,28	5,689
308,65	5,713
309,03	5,720
309,40	5,793
309,77	5,801
310,14	5,867
310,51	5,790
310,89	5,765
311,26	5,805
311,63	5,903
312,00	5,866
312,37	5,767
312,75	5,786
313,12	5,800
313,49	5,744
313,86	5,689
314,23	5,629
314,60	5,616
314,98	5,642
315,35	5,589
315,72	5,449
316,09	5,445
316,46	5,516
316,83	5,392
317,20	5,355
317,57	5,361
317,95	5,441
318,32	5,355
318,69	5,374
319,06	5,307
319,43	5,283
319,80	5,363
320,17	5,256
320,54	5,123
320,92	5,214
321,29	5,177
321,66	5,113
322,03	5,108
322,40	5,119
322,77	5,041
323,14	5,012
323,51	5,111
