299.990,10.013
300.200,7.331
300.420,12.082
300.630,7.949
300.850,5.962
301.060,7.525
301.270,11.162
301.490,8.382
301.700,2.189
301.920,7.219
302.130,-6.504
302.340,0.629
302.560,18.254
302.770,4.624
302.990,5.295
303.200,7.826
303.410,9.428
303.630,3.038
303.840,6.346
304.050,13.531
304.270,6.050
304.480,6.872
304.700,1.834
304.910,4.435
305.120,-2.419
305.340,7.300
305.550,7.290
305.770,11.563
305.980,2.592
306.190,9.995
306.410,2.330
306.620,6.396
306.830,10.263
307.050,6.736
307.260,9.986
307.470,10.201
307.690,5.034
307.900,12.271
308.120,11.307
308.330,10.828
308.540,2.479
308.760,3.229
308.970,8.745
309.180,6.504
309.400,8.979
309.610,9.191
309.820,6.122
310.040,8.369
310.250,5.814
310.460,7.780
310.680,10.052
310.890,6.675
311.110,6.931
311.320,7.595
311.530,4.784
311.750,7.501
311.960,12.003
312.170,4.679
312.390,10.036
312.600,10.651
312.810,9.849
313.030,7.466
313.240,6.588
313.450,12.266
313.670,10.181
313.880,4.953
314.090,7.092
314.310,9.082
314.520,8.039
314.730,8.513
314.950,7.265
315.160,8.974
315.370,2.015
315.580,5.827
315.800,8.577
316.010,7.607
316.220,5.874
316.440,8.520
316.650,7.882
316.860,7.809
317.080,4.610
317.290,7.529
317.500,9.911
317.720,8.068
317.930,9.805
318.140,7.306
318.350,2.614
318.570,7.513
318.780,8.132
318.990,7.861
319.210,6.629
319.420,5.599
319.630,10.619
319.850,5.767
320.060,6.566
320.270,7.885
320.480,5.984
320.700,6.299
320.910,5.389
321.120,6.602
321.340,4.737
321.550,7.471
321.760,8.110
321.970,4.136
322.190,4.497
322.400,5.179
322.610,8.150
322.830,8.153
323.040,4.914
323.250,6.645
323.460,6.245
323.680,3.646
323.890,7.091
324.100,7.985
324.310,6.664
324.530,7.763
324.740,7.222
324.950,8.690
325.160,4.131
325.380,5.531
325.590,6.102
325.800,5.828
326.010,7.594
326.230,2.924
326.440,4.938
326.650,6.575
326.860,5.237
327.080,7.336
327.290,8.950
327.500,4.135
327.710,5.517
327.930,3.490
328.140,4.932
328.350,5.405
328.560,7.293
328.780,7.680
328.990,4.868
329.200,8.004
329.410,7.171
329.630,5.918
329.840,5.258
330.050,7.781
330.260,5.150
330.480,5.635
330.690,4.318
330.900,5.357
331.110,5.208
331.320,7.700
331.540,5.155
331.750,5.216
331.960,7.155
332.170,6.979
332.390,4.697
332.600,5.278
332.810,7.410
333.020,8.918
333.230,5.836
333.450,5.276
333.660,6.479
333.870,7.091
334.080,7.282
334.290,4.986
334.510,5.028
334.720,4.696
334.930,4.625
335.140,5.191
335.350,4.534
335.570,6.081
335.780,7.434
335.990,6.738
336.200,5.771
336.410,7.433
336.630,4.761
336.840,5.812
337.050,4.859
337.260,6.310
337.470,6.526
337.690,6.752
337.900,4.959
338.110,7.720
338.320,5.648
338.530,5.596
338.740,4.574
338.960,6.823
339.170,5.417
339.380,7.848
339.590,6.516
339.800,7.818
340.010,6.326
340.230,5.519
340.440,5.573
340.650,5.702
340.860,5.609
341.070,7.174
341.280,6.116
341.500,7.697
341.710,5.950
341.920,5.805
342.130,5.615
342.340,7.184
342.550,4.027
342.770,6.718
342.980,4.939
343.190,6.283
343.400,5.964
343.610,6.346
343.820,5.954
344.030,5.840
344.250,5.364
344.460,5.243
344.670,5.822
344.880,6.838
345.090,5.945
345.300,6.900
345.510,6.114
345.730,5.983
345.940,3.681
346.150,5.610
346.360,5.792
346.570,5.232
346.780,5.181
346.990,5.842
347.210,5.369
347.420,6.302
347.630,4.903
347.840,6.501
348.050,6.084
348.260,5.975
348.470,5.752
348.680,6.386
348.890,5.457
349.110,4.818
349.320,4.460
349.530,5.334
349.740,5.726
349.950,6.705
350.160,4.634
350.370,4.691
350.580,5.657
350.790,5.097
351.010,5.662
351.220,6.071
351.430,5.882
351.640,6.182
351.850,5.734
352.060,5.417
352.270,5.647
352.480,4.710
352.690,5.649
352.900,5.344
353.120,6.517
353.330,5.631
353.540,4.991
353.750,5.910
353.960,5.202
354.170,4.789
354.380,6.063
354.590,5.163
354.800,4.921
355.010,4.266
355.220,5.934
355.430,5.404
355.640,5.756
355.860,6.350
356.070,5.295
356.280,6.047
356.490,4.541
356.700,4.912
356.910,5.189
357.120,5.093
357.330,4.998
357.540,4.961
357.750,5.312
357.960,5.648
358.170,4.470
358.380,5.290
358.590,3.995
358.800,4.684
359.020,4.561
359.230,5.429
359.440,5.190
359.650,5.970
359.860,6.192
360.070,4.588
360.280,4.579
360.490,5.541
360.700,5.280
360.910,5.613
361.120,5.761
361.330,5.661
361.540,5.070
361.750,5.382
361.960,5.602
362.170,5.191
362.380,5.493
362.590,5.359
362.800,4.777
363.010,4.833
363.220,4.929
363.430,5.039
363.640,4.685
363.850,5.040
364.060,4.145
364.270,5.190
364.480,5.391
364.690,4.995
364.900,4.722
365.110,4.768
365.330,4.663
365.540,4.926
365.750,5.429
365.960,5.049
366.170,5.029
366.380,5.145
366.590,5.045
366.800,5.090
367.010,3.759
367.220,5.469
367.430,4.637
367.640,4.072
367.850,5.797
368.060,4.934
368.270,4.362
368.480,5.247
368.690,5.214
368.900,5.314
369.110,4.803
369.320,4.283
369.530,4.426
369.740,4.889
369.940,5.004
370.150,5.478
370.360,4.628
370.570,5.461
370.780,4.873
370.990,5.665
371.200,5.004
371.410,4.800
371.620,5.050
371.830,4.421
372.040,4.784
372.250,5.505
372.460,4.592
372.670,5.110
372.880,4.951
373.090,4.616
373.300,5.166
373.510,4.001
373.720,4.955
373.930,4.836
374.140,4.312
374.350,4.100
374.560,5.729
374.770,4.978
374.980,5.408
375.190,4.303
375.400,4.948
375.610,4.996
375.820,4.827
376.030,4.814
376.230,5.312
376.440,5.244
376.650,4.532
376.860,4.902
377.070,4.265
377.280,5.305
377.490,4.614
377.700,4.701
377.910,5.289
378.120,4.855
378.330,4.287
378.540,4.986
378.750,5.372
378.960,5.327
379.170,5.542
379.370,4.733
379.580,5.055
379.790,5.295
380.000,5.315
380.210,4.902
380.420,4.607
380.630,4.813
380.840,5.259
381.050,4.586
381.260,4.321
381.470,5.913
381.680,5.486
381.890,4.790
382.090,5.278
382.300,5.042
382.510,5.517
382.720,5.076
382.930,4.785
383.140,4.722
383.350,4.888
383.560,4.832
383.770,4.754
