wl,d0001,d0002,d0003,p0001,p0002,p0003,t0001,t0002,t0003,v0001,v0002,v0003
161.69,6.807181228,5.8369632,23.07364362,-45.55800829,45.41366694,7.511066826,-1.754151044,-71.59921548,46.85599735,28.29425155,39.5656763,-11.99529758
162.293,-190.6876043,-73.78982662,-211.3320191,-117.5369132,-167.169326,-50.93258749,-243.0366239,-293.4996883,-258.2467018,91.86085042,-79.2556149,1.511909375
162.897,12.73237111,-22.37511987,10.072389,14.49519902,14.44332496,-16.19563238,-26.68487519,-42.75288605,22.34970887,44.64802923,2.925988419,-1.670976017
163.5,13.52305545,4.588920532,31.76479053,35.40298103,66.56377688,26.25780981,29.48538934,8.445384057,39.4856236,43.69267091,32.77922884,27.39376654
164.103,38.06222854,53.20308103,50.25238767,7.429859704,178.584823,149.1693932,189.5441972,60.93755173,77.76460071,179.6037047,93.88670999,107.4548426
164.706,-204.8737871,-10.47066542,117.0047308,186.1694119,170.767637,146.3731482,-40.43647916,85.58582824,51.2027349,61.6575158,69.10252426,337.0682689
165.31,24.65436277,21.28336626,61.42953737,35.44223658,117.9746035,31.49000003,51.27770064,26.61443334,55.0122168,75.88969356,21.33033515,32.27124926
165.913,95.98116532,31.55858048,-80.93418348,91.99651831,8.009144679,40.03083183,80.5797223,-4.88967658,46.47804019,50.73178405,35.10004614,122.8107303
166.516,63.80011532,56.87377853,21.39299802,153.8310124,33.95671853,75.87601353,100.1847193,75.55989856,17.26066856,142.1569553,36.76118649,107.8569497
167.119,58.588714,-27.99690379,-75.64140449,116.0809408,110.7784196,105.9181021,225.7898081,-7.993922642,158.4702526,115.6131097,163.664511,187.4080486
167.722,7.214560183,9.279188131,35.17382589,29.30923126,12.67883737,49.8545081,36.12081153,-21.64041686,18.21414277,58.73251993,28.06533565,8.803376374
168.325,0,0,0,0,0,0,0,0,0,0,0,0
168.928,-239.1681961,177.0878098,-122.840744,-73.9208036,89.53140313,58.54313466,-60.54415987,-52.45852003,-28.19124213,-89.0814779,-184.4935154,154.2220995
169.531,35.55172709,68.38956348,-141.3741734,13.81514785,-44.87873364,60.72588337,13.64313503,-204.8852176,62.4701255,277.2356308,40.0800583,40.12989379
170.134,-80.75066842,-7.271945654,-42.49679515,32.42994571,15.19089128,25.48845869,-93.3606731,-51.22031555,-75.39266125,-87.39432514,-50.8847539,95.93661132
170.737,6.144536187,6.413369849,-9.907255108,61.93772474,24.16958833,79.51721501,-0.301893672,-7.628699354,13.41501741,-3.198794058,20.42129065,20.39993089
171.34,-12.89504358,-22.52902339,11.80557624,67.88847104,36.51917097,70.04092415,35.50404349,21.88867949,-46.04754349,25.11922031,10.99198533,68.42246319
171.943,13.07403304,57.37968737,40.70076261,65.2418938,94.44303495,95.36900461,36.2626129,51.50241496,54.835177,93.83298673,63.64109921,77.53044168
172.546,0,0,0,0,0,0,0,0,0,0,0,0
173.149,2.136125376,3.972428135,35.04128838,40.78503309,22.79582375,41.20345549,11.97695354,-28.98708695,39.67746176,27.92973221,14.11765748,22.28538682
173.752,26.63575326,38.2310404,37.54893426,54.07763978,49.01467812,-5.176904579,18.94227869,-22.06347017,40.48102531,37.18400662,60.66926385,62.1774131
174.355,-40.72385389,94.62331334,27.75513549,56.60155119,46.33902262,88.95434073,-31.5355522,-3.265512241,29.64686411,-8.896015737,-29.55987896,45.5178194
174.958,54.62295923,-7.482848296,-2.379514178,34.49405386,15.18548426,68.76948576,-35.97852142,10.25456796,-3.505263671,46.89393602,58.69708511,8.644628555
175.56,10.57630972,-249.3626843,-194.6718317,-182.6735946,-299.4177753,-279.8390183,-13.97455376,-384.2718131,-231.4807298,105.7468598,-152.75049,219.5138075
176.163,9.383700738,21.89051781,49.17262264,143.0447021,66.79224432,68.01824105,-29.75320402,-0.685115818,91.95029278,72.9523666,28.68050174,56.00027986
176.766,0,0,0,0,0,0,0,0,0,0,0,0
177.368,93.06888743,74.90431108,138.6235396,127.3259492,37.64661088,51.94899072,30.88139727,-30.3444801,-20.34817311,49.12269652,17.60933729,41.25072643
177.971,78.0757078,82.44100609,89.50272087,75.22428342,102.9335519,94.23539885,102.9249317,78.99697821,50.08824009,69.0899516,90.44953858,30.69375831
178.574,-1778.358004,-711.72413,-1492.411174,-316.4302546,-921.0357135,-528.3511405,-976.6169439,-1381.682262,-407.9423002,-969.6355442,-752.2100712,-1395.837242
179.176,0,0,0,0,0,0,0,0,0,0,0,0
179.779,47.15082069,-23.77707974,-40.16926219,-40.50771284,-38.90449645,85.63133212,50.07557994,-36.36888171,-98.47457565,133.1959991,-66.52472386,66.9523957
180.381,165.919702,81.80646948,60.2417736,178.7211096,-53.90202676,224.3635803,56.98202775,35.88020283,59.52145439,228.1542993,182.8201859,58.2721717
180.984,0,0,0,0,0,0,0,0,0,0,0,0
181.587,-72.73061159,-38.38966661,28.22004578,147.9847767,-54.25595713,66.85846596,-5.809336243,11.14085981,-65.41278544,77.98442185,-19.6740654,24.39310871
182.189,12.29291038,12.17850748,-8.291553843,25.46128631,9.697505273,9.079888997,-53.76971723,42.66696891,7.528985905,35.76064646,13.71993603,14.10281385
182.791,90.22434298,19.62796985,47.5070986,96.81254706,80.05882993,124.6584507,18.3591801,23.80049531,7.44876761,138.2142825,43.36462312,35.96268812
183.394,0,0,0,0,0,0,0,0,0,0,0,0
183.996,5.413386414,30.18031311,28.6837239,30.52201168,17.72587101,0.274598051,56.61887782,44.06511595,-9.719384933,44.70339693,31.234553,51.77855363
184.599,-20.15681642,58.66651788,36.34428769,93.48389811,46.46016476,53.21295522,42.49808817,42.77449783,27.81520683,26.41718818,-6.728937328,51.39766035
185.201,155.7301492,14.62239499,-11.97594955,-9.356879414,26.42961311,20.33288371,-90.97909024,24.42773168,-90.44352972,-55.94616522,19.85157607,31.40246179
185.803,-162.5803535,30.41505786,-18.98940399,22.81726957,57.70587899,-27.13362192,59.78766415,82.96558247,13.2387713,-88.64242248,-54.41612838,-153.6142825
186.406,24.46811245,5.433709182,80.37997639,58.44511601,77.12733601,70.42625827,78.53715431,78.71318882,66.17818326,50.80914763,71.67512093,56.84315622
187.008,29.31137609,73.61595021,54.19976317,88.66047972,88.30710765,33.28504943,9.737890012,-42.3031972,20.02390329,164.3061163,30.27125272,17.18888552
187.61,41.88392711,7.787542346,89.39090933,75.55900835,104.9458447,90.21595307,82.50221966,30.63232163,73.18990337,78.409326,87.5424536,51.55645252
188.212,75.87578922,77.69791359,104.9873267,215.6761796,304.1982112,268.8673945,93.21052653,-353.0800894,-279.9628749,221.8783946,-76.75064199,127.2165781
188.814,13.77993067,-7.432612956,37.42526149,64.24134709,34.55885403,69.91276151,26.99348325,17.38181649,-1.112676547,18.39691604,18.057056,70.81899964
189.417,6.453163314,193.105965,29.76670291,11.34413954,58.44620905,36.19627989,63.29802305,112.3898006,11.69763795,134.227043,43.63116898,93.46154017
190.019,61.98075274,59.76423368,49.10058717,103.0825738,42.62463548,65.53930694,36.86229568,86.39348908,-31.65673098,131.2922132,24.4939794,29.9087495
190.621,17.9474485,101.5366766,72.60728862,81.68958952,97.32201077,81.52043535,8.280101593,18.41335201,24.25223996,77.98550567,35.43603738,66.3282577
191.223,43.20103427,53.53889348,43.9629792,58.38100575,7.531336178,53.34502256,23.02680568,-0.765718027,-23.95443423,35.09640834,33.84296122,15.0814269
191.825,-9.618758529,-59.13280793,16.48311865,38.70874454,-12.67541671,33.5624024,-1.164267797,-55.16551454,-47.56939015,52.46959729,16.48076227,-15.68880311
192.427,-93.48920717,-39.73134207,8.293467173,80.94585221,75.81931693,-22.60186885,-73.96433672,-80.08471049,-57.47239564,-9.934957359,-103.7897744,-52.19357735
193.029,95.90494043,138.5731784,12.5561412,260.1017037,-48.41134331,182.7177907,-204.2379644,58.2272373,-133.2996177,280.6178316,32.36331242,184.5857615
193.631,-3.906176019,63.19370673,15.46914573,24.60137635,47.8721133,53.52567358,54.94257168,16.20286117,0.945918724,55.41656408,33.07487289,25.16817002
194.233,68.24965255,13.99974306,109.4100884,170.7363676,-133.6542751,-56.87560585,-85.52351588,-18.82274622,15.12981325,40.36719106,-19.33218878,153.5255714
194.835,23.44666588,48.82549051,0.967036642,42.13747454,24.33258964,41.37637911,30.9049671,34.60954771,-12.43726674,88.64023914,52.33529808,76.22390475
195.437,24.39377493,12.92117873,-1.259023608,49.76885763,65.19305193,27.66802485,28.58045812,9.360588255,-29.4954172,54.27650344,21.7971812,93.14267374
196.039,-137.3625362,-17.13545777,-17.78035385,-49.91219416,7.303670087,18.90127598,-18.98480663,14.28867403,-81.135392,-17.53897001,-9.731978427,3.231879768
196.64,-113.1102301,-120.0485829,33.9356722,13.8739271,25.09743645,32.70720511,-39.15168497,39.6230361,-48.14596529,86.42178248,20.32498804,-1.1180513
197.242,-59.37313895,143.9020487,45.64930516,102.1407827,107.5118911,116.0949605,11.56363713,-79.07489854,-154.5133523,17.89652359,-9.147910769,151.1185327
197.844,26.73612286,43.12030875,-18.30901163,47.82127628,48.8709419,-3.434223086,39.10074007,-2.253603125,0.060700835,60.29902119,63.66502165,51.33981862
198.446,0.933574487,-0.052502386,23.98212183,19.40199888,38.13114654,11.96780836,38.42532825,2.843335617,4.050574843,27.08796938,11.61407485,52.09194125
199.047,0,0,0,0,0,0,0,0,0,0,0,0
199.649,48.43249037,57.23077717,38.97083215,49.178828,10.04865488,72.98590219,44.83728808,9.794669385,-25.49312233,29.62953941,8.258576578,44.33483384
200.251,91.3887626,20.53735738,23.44160827,140.5779635,60.00995908,159.3330302,30.12333384,67.40998939,122.6355,26.95567247,92.63292607,108.4981754
200.853,-16.03268993,-45.01430585,21.14382713,-1.431741185,12.73424933,22.58063942,-39.31198488,17.88444293,-23.08863931,9.870855931,-31.05720915,17.35962833
201.454,-78.10702359,-110.705254,-54.24258397,-21.88673037,-22.42267099,-29.52914006,-81.03870107,-105.9099717,-51.23976259,-31.41331107,-93.5341308,-71.48576512
202.056,-19.78425372,-20.34735546,23.26087099,-30.6285563,66.92192925,-70.00115946,-8.127894538,-53.08480872,-50.85132495,-29.92325715,-6.068985432,-17.3930402
202.657,2.822557948,44.99870808,30.05725819,21.90235794,69.0544024,58.31138877,20.58656579,35.25057492,20.61389618,41.97717404,16.43899253,64.66519593
203.259,-35.99728634,-14.43513029,10.59270994,4.420226836,27.20533204,5.381192781,-25.58110834,-9.004283389,-14.25766012,23.22968277,33.00844048,2.864638402
203.86,53.7852342,51.85526309,67.68092534,182.921865,118.1569894,106.1381586,80.69238953,-62.00025883,73.00595143,38.3288262,108.4931838,69.33861976
204.462,-88.37075072,67.6031633,-134.425996,3.612308384,-28.43446647,114.186125,82.05689442,-54.48896218,55.3345077,-30.63903152,-31.64649001,14.15913946
205.063,20.97454088,17.13209067,31.24383829,-55.40895737,34.70422157,20.12614923,54.23401558,8.085800474,7.031800153,29.966215,5.047361233,-2.216168326
205.665,104.247372,-1.505391941,26.30832204,142.4098057,57.49953537,-22.80526003,146.0728807,-159.6381801,10.35914545,64.79712792,165.8292801,-67.87726591
206.266,42.17702864,-7.880572668,25.43872837,84.08738109,77.03540272,27.05955204,32.32419856,44.65613994,-37.8852146,-4.632629589,49.9407073,3.364461216
206.867,21.15567127,6.170813971,43.89877099,55.20465508,77.43203459,55.16884438,31.68547753,33.16255369,0.057327861,30.3371201,14.91922996,-3.322095741
207.469,3.128737476,-18.90121007,22.92129114,23.90020384,26.88921752,14.95957256,-0.80860921,-15.82577554,18.54211023,24.09607099,41.82648987,40.28408895
208.07,-22.19588631,92.45048493,27.82267044,-9.277746116,100.8343618,104.8028644,14.0341872,32.14595293,109.7765767,103.1575411,6.255826505,33.98187603
208.671,0,0,0,0,0,0,0,0,0,0,0,0
209.273,0,0,0,0,0,0,0,0,0,0,0,0
209.874,95.94134568,4.437073937,73.95859324,94.6760275,90.25759492,59.10888562,127.9069767,26.4512299,59.26446928,6.172011001,11.48752319,2.373331957
210.475,-16.54937441,24.79624853,79.49321261,14.24247942,28.75978982,17.10180591,18.95561868,-28.17170808,-0.690200543,33.70056033,12.64069325,1.301970545
211.076,-48.78134488,12.29399562,-34.19587706,23.10061668,70.51222632,1.675727618,5.141496167,-11.05426376,-24.49710457,14.31548306,-49.60576006,31.55618669
211.678,25.93808457,-1.22886095,85.05426262,87.23628909,61.50863832,42.01384403,36.73300091,-29.58458871,9.742582764,15.94712902,32.48136587,17.54237686
212.279,43.5101059,-12.35996559,-19.3838711,-32.65104798,214.3338484,57.89485538,242.1402799,24.60101172,175.264303,199.9788287,-182.7949675,-176.6125073
212.88,25.76506213,19.00125868,27.36376366,19.27088116,44.99912007,77.52836822,80.98009059,83.55819407,31.95786659,67.7089072,46.29711459,39.38659214
213.481,0,0,0,0,0,0,0,0,0,0,0,0
214.082,-47.00805464,22.92160437,7.932958443,-6.545418023,28.77007743,14.22566609,-0.193371346,44.37046948,-6.041382622,47.06577743,-27.60430797,-40.52578535
214.683,-26.84621587,-0.551769932,17.57758771,35.1613018,176.7244787,61.1816414,61.09271,-72.40774849,41.95170827,24.40613587,94.81273023,129.5532877
215.284,-74.755566,-82.51924934,-108.6500666,-145.148122,-17.20408217,-77.29360791,-49.02200298,-225.0896563,-71.44572338,-15.82465482,-134.3139404,-134.0216115
215.885,-63.42456781,-56.13786635,29.81658079,-36.73155973,38.30039635,-41.49978492,34.99208634,-49.38412383,-25.23738437,83.90241211,32.70616653,6.923459697
216.486,0,0,0,0,0,0,0,0,0,0,0,0
217.087,-53.77530376,13.00636258,49.16940156,64.13669778,40.07111204,22.05486361,42.6560183,20.9176313,-6.579983447,3.580460497,-16.13463152,-9.431362294
217.688,64.82779788,-42.64111459,1.893153768,2.608376194,15.69201722,65.58133911,83.11684446,-4.636947888,19.71288795,47.03996503,93.74919782,-2.346189976
218.288,-525.3530932,-458.631764,-91.52827616,161.830056,-170.9046218,-51.48378068,-208.1469786,-147.2129324,-296.925506,-132.6288216,-96.57600115,27.7745084
218.889,13.29782064,57.30155834,-3.494203326,57.37726722,-23.58843018,33.26859429,1.071007764,-33.47764627,-65.01977127,18.81774793,-12.73256181,60.02230343
219.49,25.93666573,10.99318002,33.01951691,-43.23218012,18.97556742,0.180863956,51.28062614,-18.15165693,-5.376488597,55.50177219,-39.66444497,38.39088027
220.091,-96.31127539,-34.8599753,-144.9577104,32.09725128,-29.13464354,-0.210493259,-115.8943629,-138.2236236,-47.50781923,-31.10589593,16.74567237,-25.33897478
220.692,19.03375911,-6.470614915,18.69656484,18.40040367,27.98634498,34.35462519,2.667647492,56.90900999,-40.74459128,31.73701115,31.28068624,45.41499416
221.292,0,0,0,0,0,0,0,0,0,0,0,0
221.893,80.73426997,113.8018376,96.52659842,117.2301053,57.98833326,197.6028045,94.54081107,64.42185197,38.71109461,105.7848328,60.36611422,123.4185405
222.494,44.00521283,20.40649801,19.71720319,10.45551814,42.92865171,8.667092669,62.59696359,57.34123062,34.25198239,36.70371692,83.59038146,71.81289353
223.094,-3.962949273,36.8795114,8.448067506,26.41305451,60.05239884,58.55493355,-4.848137218,-17.01363021,80.44973753,66.58156963,-4.595431572,61.42681495
223.695,-20.09032039,-33.53962158,4.581677447,8.080726443,45.10292475,13.16442328,18.10595057,-21.8751756,16.90947871,11.63342578,-11.61826205,6.858930395
224.295,10.85096498,0.912722872,-19.21051335,51.62721874,-2.443224404,47.19866233,52.25504853,-19.3141532,46.22982618,25.70913748,25.4466764,24.90491361
224.896,-5.956262118,4.362626937,36.69069346,-10.92114904,11.40630541,24.78014945,26.30591675,-35.21011141,28.48182959,52.34063198,24.52091933,10.21483696
225.497,21.99952209,31.63900337,20.84448156,36.68988236,71.96212617,36.04130233,57.96212517,-4.88621671,21.20200961,30.57398356,42.87175629,27.58015577
226.097,19.39267231,64.94079434,32.01777988,25.55775734,64.25329358,79.6038614,81.60837,26.27925438,66.42384467,56.33549067,90.39201784,54.21220715
226.698,8.955820296,-1.1257164,23.52288594,-7.225420045,-50.01531534,67.01534333,5.766497809,7.68488026,19.81766193,53.85223573,24.28227805,4.172691737
227.298,52.33526982,78.99232219,108.431914,43.12299287,154.2242136,84.05870493,102.8371114,67.80617685,33.77986909,90.50778633,45.47430401,110.0857424
227.898,167.8196759,77.15924827,112.7413832,-54.70318801,184.3197139,123.2955946,118.8880773,63.0005326,62.1815415,155.1464658,158.5905805,156.2573233
228.499,0,0,0,0,0,0,0,0,0,0,0,0
229.099,59.00096575,8.473278842,32.77302718,83.09614387,103.644445,62.2833579,32.86331283,12.16257706,66.72175388,141.8792158,60.59722589,-2.186137388
229.699,-68.8483799,-93.50205145,-14.15032527,14.3320697,79.50812,-7.446451693,77.44535967,-174.9278482,42.827725,101.6591005,-71.59677696,-47.79644623
230.3,34.52349502,27.89170234,3.749625997,57.38691776,81.59195609,76.97608891,62.87747689,59.81030704,62.06940131,80.44996121,56.59208933,65.64239877
230.9,25.58074881,49.64000366,-13.07265323,3.193999956,55.05732456,109.6098013,31.51823992,57.15064243,-15.4916896,106.6284187,-20.75562899,85.40853818
231.5,45.16119672,7.520780563,5.173770849,38.33404869,51.13735423,73.92748112,40.97419281,38.38174575,30.38713812,64.95366312,40.06643735,26.16501127
232.101,3.498898893,34.31408016,36.29076019,-20.54040183,82.0468615,28.96308238,44.52362972,-17.79588588,23.24828955,56.08277072,56.44373951,59.96615282
232.701,24.08384921,51.17327006,41.50062863,77.35966845,33.0850934,66.83455683,10.67872948,29.05583846,20.40110605,49.52939549,50.68300028,34.55524905
233.301,10.19666467,18.2982906,7.788840557,46.66393047,30.82604886,36.71010728,22.6911361,-8.073417537,1.083691671,35.22992841,47.28359176,9.923167909
233.901,-41.5177484,158.446016,70.5827289,89.2935869,250.3733274,264.5720475,30.84857745,116.4408987,143.4185071,98.58359051,133.2081192,71.24080773
234.501,-70.55177645,-40.75875756,-17.87151655,-87.90618657,-5.705488324,-0.840947347,4.07952979,-90.94752045,-49.78162385,42.35752731,19.3168515,-50.18010404
235.101,0,0,0,0,0,0,0,0,0,0,0,0
235.701,-71.65226849,0.954153454,54.56901069,-21.57764959,57.42526315,-23.2957466,41.37661312,-48.18083846,-0.777352606,56.21410285,45.95530812,-110.4593097
236.301,10.99296373,76.48357594,6.373901137,57.3244822,169.1871365,70.452872,112.864882,16.25674827,33.03455889,123.1619471,-3.331603074,112.4244491
236.901,2.71817149,18.53259755,6.766226647,-17.22969364,25.29890217,50.70970016,2.609082821,0.468636813,35.55690194,44.36563652,47.47212937,20.04229428
237.501,52.25165751,69.84224609,55.99854263,73.06434334,57.05062532,90.35142403,127.2415044,90.52423634,80.22535795,107.2703176,122.2984706,76.66933517
238.101,0,0,0,0,0,0,0,0,0,0,0,0
238.701,0,0,0,0,0,0,0,0,0,0,0,0
239.301,-51.1344552,45.07957821,-65.81503669,14.32816226,8.160626665,-23.97008521,12.11144735,-53.22835132,-52.35019195,23.99279622,-3.865753976,122.7052409
239.901,-8.054748477,3.768347387,31.67602413,19.88336267,59.39106115,17.01416788,14.78225608,38.18095927,14.0818468,20.07625322,54.48911594,34.11244842
240.501,-33.50792536,16.29050484,43.73430962,28.8985432,2.345081391,92.7485264,-7.144427817,-5.287160614,45.74565556,-8.490364353,41.46130471,33.33995052
241.1,-54.68955133,24.47668067,-94.06343801,46.19932881,-25.37855153,95.59398097,21.26994125,31.47493874,93.82724311,16.25572035,118.5875545,-24.75322554
241.7,-21.24118085,-16.64522392,-25.91657893,8.257609552,-4.342857657,19.39689899,-0.863009527,2.955727572,19.1924532,14.085129,-9.859466699,9.02600883
242.3,-3.294147021,-147.8323381,-106.8427623,-53.42897568,-63.80724496,72.17057489,-108.595951,-6.596200662,-37.01213042,-37.6032542,-141.1628972,-0.211189946
242.9,-76.30901775,34.75893344,-29.86687085,-25.28302298,-35.09018063,41.72951959,0.509048409,0.337316548,-7.237249084,-0.987283127,24.35946817,-11.8535447
243.499,65.01182924,44.47837731,163.6836375,119.891647,81.85081049,160.7011827,-13.46939742,109.904903,50.36898402,60.24255059,109.7121462,65.45678531
244.099,-88.70008138,-76.21772225,-36.09114845,-10.93781416,82.20632869,37.93862799,-127.8711283,7.425534971,-69.54894921,-139.5275983,-0.130403562,44.1987649
244.699,23.35100514,20.16338505,10.53895581,43.26629615,82.65374682,-6.327885787,50.29995248,12.26941592,22.9704345,46.38127311,37.17683519,44.46370943
245.298,-18.46005677,-25.20231462,-25.90389976,-9.987555982,-28.98542318,58.30483235,16.22053088,0.919871968,-24.96813505,26.45148422,-19.06739794,38.83367927
245.898,18.76608837,68.70811311,31.0350441,47.88157053,-7.300884956,67.44893607,88.60514752,8.727228763,32.53154844,64.95619012,23.45028026,53.16455455
246.497,-4.969453887,19.83684807,25.01648906,45.74103625,0.848350637,25.59503153,34.07755243,54.22221972,13.68686908,91.69106297,59.72967094,35.26413114
247.097,7.521628649,36.26902104,15.11753291,47.71497274,79.30849745,61.30888873,55.51118229,43.50207812,35.96031658,38.68383158,41.29246393,38.85683802
247.696,-8.712426421,32.00660531,-6.857989348,50.93479246,23.19169984,30.50156421,37.7610069,16.19994012,1.705447747,3.89854218,79.35285295,19.06672233
248.296,56.81060862,55.83300146,-1.150645017,53.19912082,52.89652513,75.05570483,38.91536899,44.98291046,75.97697702,70.71929807,92.51513609,89.15217753
248.895,-82.31941179,138.7609236,6.385381699,-6.396526183,38.15151062,21.85107164,-60.2835048,7.199744492,42.66108536,25.56041805,-27.0238791,16.20163362
249.495,29.14399297,33.24656712,5.123439238,-5.155723295,25.02372338,51.88844845,36.10674541,27.58861737,3.175454391,13.41328253,26.22194816,11.42659733
250.094,70.88724168,154.6812046,27.85286713,147.2367229,150.460713,161.6967552,63.29811461,104.1106312,52.28316959,12.62356168,171.6872957,99.12236798
250.693,4.20126303,18.9049039,55.4415791,18.08177828,6.354814607,44.35345313,-8.056460723,-17.19254495,-22.57967843,26.22129739,11.61956408,15.16890348
251.293,0.006994105,12.81767264,104.2746178,10.98684376,23.51661954,25.01677365,5.840240012,-10.16552443,9.633159213,-12.81084119,44.4731528,47.46687356
251.892,13.50489737,18.0790914,20.42516725,29.21890285,23.17197007,51.41261238,46.82473456,33.04230757,15.41664303,3.210622426,59.15356278,46.10183246
252.491,-132.3567031,-31.68021219,-266.5098937,197.1128656,-295.3283354,255.5298696,98.52672085,-114.587855,-38.07951939,52.78332361,150.610726,-276.0064932
253.091,-9.465463297,-2.148055196,-5.060102756,45.05741702,20.4544351,3.375070937,38.09393389,-8.803968815,-6.268758402,4.55171022,33.75837205,31.73071962
253.69,4.763854033,-34.1543364,1.396266756,11.42888856,7.332033919,-45.97903199,23.68694089,-34.24667563,-27.01800182,29.14180409,16.66144487,7.273229653
254.289,37.68576672,57.05147929,-6.864074542,64.31693376,47.14577896,12.33837834,36.08951409,-12.9423306,31.25709962,21.45362665,32.69776685,50.25241903
254.888,22.30030095,16.60705682,-26.05160291,29.65815025,79.62458554,30.7172059,-8.944683475,18.09869991,-26.17937473,20.58576784,11.31002925,40.54601498
255.487,33.7738237,-24.82449746,-8.800720554,101.5264768,85.55115274,85.93416059,24.09274909,-17.49633186,13.81007357,28.76609432,1.8253973,46.43231007
256.086,828.7949291,409.9883821,146.8436038,535.5242802,511.5552934,459.6142617,319.8009908,134.3986083,564.5485574,212.4070719,352.7079333,366.3761189
256.685,26.31188334,83.96894728,40.84218138,97.6356904,51.63882131,108.6356493,48.61507706,44.02267157,71.61456325,49.12527756,125.6368242,114.1267649
257.284,26.94003587,-99.53569486,2.492774729,-23.91688354,89.76281334,-355.5862695,88.6207036,-353.3330636,-364.6359497,-72.85500465,25.72376316,-208.0478059
257.883,-4.638132157,0.866844658,27.5114771,-0.106993936,16.53158442,18.11654012,15.81656327,24.95367786,-4.809751898,9.830087554,27.88336352,45.44655174
258.482,69.39996508,77.28146949,34.11662556,59.53059093,36.52373572,52.35503375,5.329928536,65.85762274,83.9871592,41.90071842,18.7347015,44.12237587
259.081,9.011076427,32.4081806,29.66270936,25.25775235,67.0597594,18.46820863,49.88536242,-20.44922107,9.090416881,118.5223517,-12.24175307,-8.275355106
259.68,41.81150577,18.90174151,43.1845919,37.03640649,21.19340658,99.96968039,24.07176087,-8.069128708,21.98582917,-15.49867627,58.37729836,113.9859478
260.279,99.41128397,-35.65899235,15.09634004,-36.07880961,118.8177086,95.47801886,30.84029716,-3.930467306,-6.683797056,81.9930644,16.83215409,-29.85930011
