wl,d0001,d0002,d0003,p0001,p0002,p0003,t0001,t0002,t0003,v0001,v0002,v0003
417.934,3.08108439,3.619562604,3.931830808,5.998448461,8.287105864,6.353058745,0.812082018,0.383803331,1.438109745,1.144660791,1.297912255,1.912393376
418.525,3.489386765,4.704194437,4.733180025,6.961468251,7.960764623,6.695758984,1.513703774,1.177475044,2.170666649,1.988043216,1.641460251,2.779124112
419.116,2.785618566,4.066291237,3.972945931,6.464180819,8.223206346,6.483977382,1.066262124,0.875399754,1.837154301,1.364450825,1.361967946,1.820189549
419.707,3.40507345,4.580191355,4.113415867,6.730732928,8.02422381,6.042710454,0.954214682,0.690304349,1.57149905,1.629483553,1.449637473,2.266213047
420.297,2.78868516,3.994414004,3.456773027,5.961712082,7.966790479,5.946945856,0.667915392,-0.006713435,1.132666119,0.92491838,1.070470499,1.627279973
420.888,2.512476574,4.002290372,3.269154334,6.512265579,8.335091331,5.907140614,0.360253664,0.371625774,1.559091255,0.776369223,0.832147107,1.792849576
421.478,3.263077653,4.059473457,3.787908954,6.504852436,7.968137664,6.23570353,1.248145079,0.693732373,1.344835612,1.078669645,1.364134648,1.808223032
422.069,2.777496964,3.956136859,4.285480287,6.773873167,8.059519104,6.554194417,0.628511687,0.629142216,1.92759195,0.976895946,1.037460317,2.132069735
422.66,2.652320342,4.21545854,4.301083128,6.607924009,8.402293829,6.372679975,0.604505609,0.729239125,1.675214086,1.107336984,1.13651502,2.004590954
423.25,2.364928144,4.240997411,3.802149466,6.359743757,7.885199684,6.182465326,0.749338793,0.567976651,1.432997422,1.220160044,1.446721108,1.848270853
423.841,3.267753704,4.400021553,4.332180634,7.255925182,8.722908451,7.091458484,1.490212018,0.625272731,1.944960906,1.598567364,1.501485287,2.104558178
424.431,2.642552402,4.517472602,3.45822599,6.572252473,8.457846784,6.503848912,0.334620755,0.478709983,1.505198389,1.376553491,1.371410264,1.926744632
425.021,2.671099978,4.780238222,3.784448712,6.536336099,8.581682162,6.302690657,0.739047646,0.637170846,1.384038566,1.037745782,0.894448955,1.799415905
425.612,2.870081047,4.259289891,4.57501439,6.25949264,8.605374268,6.436733546,0.936797612,0.537041649,1.575039972,1.523068741,1.565738843,1.809126581
426.202,2.565127166,4.298334448,4.091390153,6.660122578,8.353284829,6.878623007,0.680882883,0.20560288,1.279616966,1.423254795,1.250559915,1.475375854
426.792,2.959517345,4.229228356,4.148855542,6.908130382,8.986738845,6.801727217,1.106605315,0.547445448,1.473033567,1.631434354,1.367034985,2.01931747
427.383,3.199237748,4.67979357,4.086623993,7.23263354,9.425078573,7.017219696,1.389061171,0.695398625,1.891328534,1.617950247,1.320399222,2.568058878
427.973,3.070134068,4.334849976,3.969683729,7.180029719,8.844232579,6.509603581,1.015498133,0.94205948,1.721601299,1.468208995,1.414081937,2.334975542
428.563,3.159967928,4.541237178,4.618473079,7.153997223,9.331843203,7.501595643,1.202163692,1.014980647,1.511329537,1.993829048,1.848741834,2.271636043
429.153,2.654440194,4.205235696,3.691559776,7.359579098,8.503808438,6.398878686,0.560444753,0.550014645,1.266688106,0.994759078,1.671481596,1.714874921
429.744,3.157875078,4.64744415,3.885477137,7.223664523,9.150485942,7.042766686,1.054306892,0.773379052,1.351900813,1.532849975,1.635608603,2.225282634
430.334,3.17619113,4.532825258,4.450960161,7.006609547,8.683855912,6.783409025,0.958786209,0.767019473,1.633035766,1.18339021,1.48194307,1.881580423
430.924,3.519495228,4.117394179,3.974468562,7.203523768,9.210833618,7.266313129,1.243640548,0.798922897,2.013873649,1.908136146,1.680535089,2.326645165
431.514,3.139676658,4.631070488,4.307794771,7.292722295,9.040889617,7.040477726,1.08041399,0.958515438,1.658156868,1.693008086,1.428127126,2.561767312
432.104,3.210677873,4.302937119,4.182941118,7.267734008,9.457031329,7.060262726,1.123738449,0.731888262,1.461205067,1.83951855,0.819310821,2.502690728
432.694,2.790969249,4.283354083,4.456308493,7.338443862,9.130636007,6.609761373,1.473324429,0.742780393,1.798793235,1.248170777,1.569082105,2.017071238
433.284,2.711820989,3.937344763,3.812506505,7.210989692,9.521914937,6.787602948,1.211824174,0.358913256,1.373159853,1.21517503,1.265141692,1.674682684
433.874,2.815992765,4.230195106,3.907131067,7.382865223,8.925437669,7.110416611,1.085309859,0.546618119,1.195073014,1.332605087,1.542065295,2.16111775
434.464,2.994078767,4.062369848,3.914274612,6.876817299,8.839577645,6.736206429,0.598439675,1.073445884,1.333833593,1.196753805,1.648501562,2.221488996
435.053,2.944367457,4.38734329,4.302286601,7.237900162,9.253998335,7.083775902,0.525704565,0.496261724,1.220884995,1.597275042,1.360272263,2.364635499
435.643,2.875661455,4.151943579,3.958173485,7.156809306,9.177141079,6.762468847,1.111518095,0.681381162,1.392644426,1.411497607,1.626223549,2.257279649
436.233,2.750011816,4.455187366,3.942046751,7.307861159,9.718074867,7.307457037,0.816213277,0.407090574,2.122378915,1.657364231,1.97928084,2.403130057
436.823,3.145686769,4.561916043,4.424311098,7.307401171,9.601235739,7.719514887,1.353324702,1.085069596,1.892324404,1.934090423,1.65035257,2.408247064
437.413,3.464253206,4.554478044,3.972245242,7.435021937,9.967189377,7.750698696,1.09929447,1.085900591,2.150056133,1.857178953,1.625138553,2.65135881
438.002,3.188442831,4.416948639,4.444189398,7.457324069,10.23891561,7.414750119,1.547146876,0.965913916,1.728458587,1.67627879,1.610865136,2.287120585
438.592,3.226234646,4.267561095,4.187995888,7.449531572,9.659059667,7.694197458,0.885531853,0.90723301,1.861840364,1.841713029,1.747976086,2.489774429
439.181,2.936200355,4.751197902,4.254458825,7.155101665,9.689984004,7.545511675,1.028952376,0.301864064,1.607088613,1.527656338,1.390563377,2.477694432
439.771,3.232455703,4.422617346,4.351252596,7.368298309,9.938014945,7.480656304,0.967593426,0.848530488,1.654275895,1.914085599,1.824674694,2.603407911
440.361,3.209446458,4.262484902,4.248347251,7.419760735,9.699362216,7.541216141,0.9700475,0.645674118,1.447603488,1.690705063,1.963913867,2.458634731
440.95,3.054490727,4.358032591,4.326202815,7.649860316,9.806011603,7.775593783,1.06550615,0.560058974,1.493922571,1.843324713,1.532798791,2.307994388
441.54,3.110147387,4.357023779,4.015381073,7.69780547,9.870014065,7.335320669,0.697783024,0.664708316,1.652575556,1.704263079,1.876123256,2.668698816
442.129,3.557023712,4.69515116,4.503256994,7.838433286,10.32676825,7.732728259,1.266955313,0.918766183,1.712033604,1.825760028,2.055554319,2.714288596
442.719,3.224917475,4.318023431,4.139848363,7.688422029,10.05558115,7.547634777,1.10048967,0.456961549,1.254578148,1.811002549,1.582616345,2.575348396
443.308,2.992964563,4.012441907,4.19185862,7.682274672,10.26793929,7.639378509,1.060028974,1.06029198,1.176200693,1.809752067,1.861732841,2.142624895
443.897,3.442030391,4.933797769,4.686004773,8.000102184,10.64741112,8.023611068,1.390048329,1.192447734,1.985632488,2.24707585,2.219675298,2.992518773
444.487,3.441657117,4.4492385,4.567334053,7.797395314,9.983941589,7.637359259,1.402837024,0.848013588,2.026298837,2.00935255,1.795586175,2.912672027
445.076,3.500333001,4.772019233,4.565023297,7.827954614,10.45611736,7.624912685,1.21543174,0.739965758,1.693683683,2.018738851,2.059012,2.812102677
445.665,3.134594353,4.54498781,4.624863286,7.461523508,10.13894984,7.81863298,1.218027577,0.703095312,1.520708676,2.033886038,2.000768936,2.447290456
446.254,3.294592049,4.635225217,4.417009161,7.957590461,10.38657862,7.854740084,1.076847036,0.359155937,1.335112063,2.122154976,1.699402535,2.844658578
446.844,3.084755989,4.469161192,4.131038212,7.647240374,10.29453726,7.725987777,0.955451553,0.570821687,1.564788611,1.733463489,1.912393475,2.61522592
447.433,3.291782637,4.510652477,4.443005083,7.722430658,10.42653105,8.116635311,0.960758934,0.557961874,1.712901899,1.949063002,1.705957753,2.536207155
448.022,3.677307051,5.100746939,4.60190701,8.45693943,11.04702718,8.158161576,1.593872962,1.227627761,1.975998557,2.335695998,2.162928794,3.102226191
448.611,3.216220389,4.713138197,4.42743617,7.369079978,10.51640631,8.064357661,0.988710693,0.550073456,1.274794149,1.913179996,1.9428342,2.886976549
449.2,3.396608334,4.633583489,4.952012601,7.856677839,10.60471536,8.130425158,1.31935145,0.768953909,1.822176208,2.526100391,2.137619008,2.957079961
449.789,3.253938031,4.393540814,4.387096567,7.496291986,10.41423254,7.66264812,0.853999296,0.517195219,1.409203445,2.223794352,1.82442253,2.457983504
450.378,3.28596731,4.89727913,4.463144507,7.80433165,10.57505181,8.189525987,1.031613699,0.807629689,1.606554056,2.307947587,2.059387545,2.712369632
450.967,3.348087849,4.64792451,4.332627036,7.991390521,10.378361,8.094454081,0.870427267,0.532805709,1.3536989,1.977416156,1.790208614,2.817641018
451.556,3.305089033,4.68405971,4.637769984,7.862094058,10.69534564,8.078365672,0.740027978,0.590067272,1.72877323,1.914508166,2.025975471,2.778438464
452.145,3.520321236,4.878340528,4.61952919,8.262295218,10.81591068,8.09811991,1.056835465,0.601817961,1.496473532,1.931698107,2.163392784,2.638366132
452.734,3.665679937,4.79710825,4.566664516,8.147548438,10.80217054,8.586159568,0.995893047,0.476284334,1.719659793,2.1905139,2.242953959,3.479649744
453.322,3.753703577,4.83856765,4.51005784,8.160732724,10.67189381,8.541791742,1.131929944,0.526444466,1.872729387,2.440699198,2.432507183,2.956226475
453.911,3.63538726,4.823571799,4.772946306,8.401699415,10.99340114,8.193729231,1.231476533,0.614864618,1.79516165,2.437413996,2.354612065,3.02399632
454.5,3.499012354,4.584702165,4.543025824,7.940562681,11.14337536,8.680851834,1.241353886,0.710690844,1.759676171,2.38126269,2.204292678,2.779378355
455.089,3.561487298,4.931989311,4.866999151,8.598531056,11.21413123,8.638454338,1.149010016,0.91941019,1.82749534,2.590777981,2.62330261,3.226689945
455.677,3.356390928,4.57530086,4.619185494,8.195114516,10.72277426,8.366299269,1.153367232,0.754939582,1.622100201,2.373196533,1.902084798,3.025137248
456.266,3.405771046,4.855559097,4.598692363,8.208307326,11.25539069,8.348097868,1.028660729,0.694522021,1.656534798,2.210179205,2.388237668,3.081794726
456.855,3.37763878,4.488382604,4.256035261,7.991494581,10.73156918,8.105326258,0.804444223,0.413403056,1.556193086,2.224878894,2.150166833,2.933313088
457.443,3.296088113,4.736795294,4.66195945,8.354853839,11.28710939,8.57703993,1.01460031,0.634086555,1.739278512,2.422415269,2.258146569,3.072903811
458.032,3.578568307,4.9890857,4.914686356,8.392044507,11.39189266,8.726339348,1.244011125,0.750914283,1.75800993,2.604411416,2.369373872,3.152422624
458.62,3.230652363,5.05812619,4.703162635,8.25604566,11.14645164,8.771110466,1.22522222,0.776316898,1.637766433,2.258993051,2.302275355,3.191848915
459.209,3.441061949,4.938007351,4.787449857,8.358339808,11.15623738,8.839068427,1.307885718,0.871263604,1.828488641,2.622969556,2.491854287,2.949188559
459.797,3.470073761,4.837802618,4.716856022,8.484935578,11.46659183,8.90198188,1.191529107,0.841632361,1.73079183,2.64069598,2.274717179,3.054470074
460.386,3.438626924,4.851255184,4.647392054,8.260284727,10.97085024,8.832381882,1.099793175,0.815504915,1.713179868,2.424901318,2.395248899,3.202727593
460.974,3.508424461,4.789614057,4.544747589,8.360405028,11.15170828,8.772923441,1.098491052,0.751598913,1.731304995,2.582370504,2.365230675,3.071597868
461.563,3.541321484,4.967844826,4.746097721,8.396786762,11.61872846,9.066143582,1.178044702,0.793786903,1.918655961,2.636944605,2.530615559,3.328412749
462.151,3.449115782,4.723498343,4.571998083,8.406448598,11.39528626,8.869840367,1.06694109,0.812564407,1.941598878,2.837006647,2.208021337,3.157381157
462.739,3.495585252,5.079853649,4.763441037,8.376290001,11.74809366,8.938361501,1.240468696,0.835596465,1.832343842,2.775725728,2.450291359,3.157697216
463.327,3.531784362,4.820524456,4.626106333,8.384131918,11.49387984,8.813919385,1.047522621,0.568974433,1.63228083,2.482930855,2.349089922,3.210956188
463.916,3.531460642,4.875977144,4.907242613,8.719107833,11.84640281,9.00322411,1.442339947,1.082466892,2.040908033,2.741271097,2.482206774,3.397796863
464.504,3.792823066,4.659775151,4.817586893,8.583578521,11.84928198,9.192998357,1.234576713,0.857295572,1.944846651,2.686342927,2.415372653,3.396570644
465.092,3.687005211,4.844183949,4.775425996,8.70924497,11.83322619,9.26035593,1.359628966,1.148967435,2.091840922,2.738401176,2.71465899,3.668388378
465.68,3.626521534,5.106088587,4.999775005,8.409266347,11.92533169,9.189985382,1.272372948,0.850941135,1.973035346,2.603874015,2.700201928,3.509012438
466.268,3.608647626,4.85835288,4.972855475,8.742992702,11.66510772,8.91491216,1.287507575,0.861485652,2.024540685,2.64601448,2.468575666,3.359358766
466.856,3.678329121,4.776213086,4.978599292,8.655383669,11.5533634,9.133049661,1.366516921,1.039351921,2.130379537,2.820149276,2.482774099,3.353951719
467.444,3.775235632,4.866408938,4.923293646,8.939533522,11.98806669,9.298850712,1.285061448,1.113547203,2.068125928,2.923332567,2.768909851,3.461471298
468.032,3.615215638,4.774479657,4.877514147,8.62076999,12.006456,9.140472727,1.340650823,0.991738056,2.151607335,2.973924411,2.529016522,3.446997844
468.62,3.756779237,5.0063223,4.987027044,8.97575253,12.15477467,9.323167383,1.451508693,1.274376052,2.355655709,3.102988909,2.648325967,3.421600719
469.208,3.62676331,5.07930866,4.842484639,8.534898655,11.97926486,9.293139407,1.344382966,1.038220727,2.027252538,2.855549015,2.638174395,3.617865255
469.796,3.546014766,4.971903703,4.82441197,8.741149069,12.19102315,9.456437953,1.504148453,0.988853145,2.141347737,2.964740915,2.48010275,3.695129125
470.384,3.640407017,5.125972778,4.917105042,8.830564813,12.05274026,9.534140846,1.689288416,1.262478281,2.205271704,3.127565884,2.668510357,3.605214611
470.972,3.971526063,4.979547514,5.123960835,8.872324658,12.31308482,9.681167042,1.551697495,1.246758552,2.390481893,3.165986652,2.892512129,3.541525044
471.559,3.628986089,4.934418045,5.151964726,8.841881975,12.12994171,9.269307955,1.687762843,1.192160328,2.106549746,3.070744892,2.528167734,3.570941788
472.147,3.572607228,4.814229419,4.817376422,8.750652653,12.2215477,9.228086626,1.224156389,1.019919728,2.079522091,2.812707482,2.745260606,3.607226918
472.735,3.573295959,4.924904422,5.018139946,8.860666703,12.15882121,9.330527313,1.417164722,0.978811634,2.045151903,2.967899697,2.702411703,3.507553677
473.323,3.500889865,5.060515422,4.997102151,9.069892686,12.27290907,9.619362985,1.389530365,1.113403353,2.052676351,3.094503788,2.820700881,3.583940031
473.91,3.60841133,4.984377973,5.061383477,8.818401834,12.19660378,9.349096351,1.533136668,1.095533129,2.13461214,3.128127272,2.873452224,3.880620256
474.498,3.57633577,4.745116744,4.930672509,8.742130603,12.14234687,9.49820563,1.209561573,1.008878499,2.083706005,3.030265168,2.660502217,3.71095935
475.085,3.75418179,5.034579741,4.930596057,9.049289547,12.21393814,9.710728989,1.500890891,1.118651873,2.145663116,3.149412137,2.927119025,3.943611763
475.673,3.58475863,4.843213927,5.023379505,9.005046849,12.16010237,9.411039216,1.355888224,0.961048534,2.124405627,3.05944314,2.913327883,3.745374273
476.26,3.575990874,4.863276786,4.951841191,8.890059565,12.40741427,9.451102103,1.399512236,0.983499936,1.999697008,3.109101175,2.811385049,3.630252817
476.848,3.55365488,4.939950303,4.647392856,8.765234885,12.23031913,9.628416974,1.146873115,0.938560842,2.014413869,3.058396918,2.72657045,3.645175962
477.435,3.889331997,5.256399291,4.926817559,9.202770637,12.37880062,9.893797621,1.309665644,1.1131936,2.06004642,3.276493152,3.017722421,3.893034272
478.023,3.64080754,4.987550141,4.881906814,8.839478708,12.45144575,9.627251004,1.280725325,0.818274897,1.964107898,3.289776262,2.95880557,3.78512179
478.61,3.804029846,5.087238065,5.232992889,9.332698014,12.59978432,9.866334665,1.214012602,1.12464186,2.120045405,3.480017375,3.204899655,3.924607772
479.197,3.716252159,5.129300093,4.973696259,9.168823328,12.57364202,9.738372961,1.312882742,1.001164423,1.917297338,3.273602211,3.021780021,3.898989397
479.785,3.749586455,5.03372866,5.055425204,9.116010836,12.64218508,9.736067014,1.311956316,0.965549751,2.052457532,3.470206571,3.065216375,3.880294834
480.372,3.724206073,5.054039175,5.021084924,9.096547724,12.72325699,9.749489934,1.284561612,0.93322198,2.004896711,3.274161599,3.105042648,3.834563226
480.959,3.777115642,5.032998073,5.076172713,9.341202544,12.83876832,9.974054792,1.142477838,0.91980151,2.042313505,3.354259299,3.287457018,4.076526361
481.546,3.664281772,4.959382838,4.836149808,9.121965078,12.55781755,9.702176748,1.144642289,0.823901306,1.916433946,3.413189819,3.079837109,3.838900891
482.134,3.720099764,5.002222752,5.113526001,9.202013072,12.8352539,9.98917478,1.275761934,0.835145395,1.950806559,3.324554995,3.109575026,3.957049965
482.721,3.749035229,5.019863864,5.133835385,9.271767406,12.95762156,9.987871984,1.297031562,0.972236521,1.866249009,3.502661235,3.168193382,4.092364369
483.308,3.653363215,4.996732525,4.876111881,9.069941304,12.84134418,9.833919868,1.05468188,0.784917158,1.80079567,3.366354241,2.999128202,3.954877877
483.895,3.745322621,5.067962562,4.984576181,9.230040193,12.69314193,9.895882683,1.07149623,0.705687182,1.907677564,3.520371111,3.118201767,3.987020976
484.482,3.762967006,5.031493481,5.046438501,9.118339392,13.01372759,10.19201798,1.243063517,1.049160467,1.932640943,3.536458243,3.286800705,4.161099935
485.069,3.67335192,5.018187103,5.096534628,9.232063661,13.00164354,10.10091036,1.179361827,0.809328699,1.773754649,3.516909322,3.224953158,4.040595292
485.656,3.734070358,5.088341036,5.240901902,9.322754201,12.90869906,10.13390302,1.243635215,0.966326871,1.893914804,3.572050903,3.353436956,4.102357935
486.243,3.658399092,5.025194317,4.890783094,9.28925484,13.07433069,10.0214632,1.145127118,0.80880118,1.792112988,3.388871991,3.277602894,4.179916478
486.83,3.794910727,5.141275483,5.232739117,9.256109751,12.96581376,10.18506609,1.151022719,0.956370508,1.984558968,3.605095113,3.361558119,4.070466458
487.417,3.645427539,4.869659357,5.012718591,9.298975812,12.87930018,9.904693813,1.175039863,0.734307213,1.878060232,3.504806443,3.189103364,4.100590252
488.003,3.994913306,5.343958144,5.254125935,9.216742162,13.13624801,10.42153024,1.460312538,1.188166657,2.123395434,3.805285798,3.515499791,4.39251841
488.59,3.736100722,5.184224504,5.076990334,9.429842293,13.13585851,10.21045856,1.225733485,1.074885329,1.944880797,3.529753344,3.336661237,4.181005632
489.177,3.849453981,5.143271271,5.070826356,9.487459186,13.14615026,10.28760888,1.282591893,1.101189434,2.038996098,3.738969595,3.557054109,4.314023867
489.764,3.792774783,4.979042054,5.196733687,9.380009182,13.17420553,10.39056319,1.28259732,1.029841795,2.072452737,3.677887573,3.34280344,4.128401288
490.35,4.019473025,5.185930887,5.413713842,9.551815595,13.15281064,10.56504326,1.501049788,1.252562032,2.249138217,3.787445791,3.59152457,4.757872882
490.937,3.784425407,5.18273118,5.177861741,9.559723922,13.37055946,10.29180682,1.40960466,1.079539384,2.045073,3.632059993,3.376571193,4.351488979
491.524,3.675424679,5.197742056,5.097400062,9.653322649,13.15860352,10.42635215,1.51576472,1.197478864,2.170572842,3.824914368,3.421812559,4.488689337
492.11,4.045255692,5.204321678,5.30497149,9.633260018,13.44446862,10.6372581,1.591304094,1.301266677,2.398350224,3.899246681,3.591953545,4.466275515
492.697,3.939331968,5.10902574,5.336590536,9.681204551,13.36200256,10.47839068,1.654052533,1.27041652,2.338944203,3.96127788,3.490696086,4.62574146
493.283,3.937110738,5.156886112,5.067667622,9.599636133,13.46098129,10.564791,1.538759596,1.124807801,2.289440233,3.905195439,3.503084808,4.358209423
493.87,3.974485888,5.321171903,5.400228775,9.797719982,13.29740105,10.71209274,1.715073679,1.434396257,2.58293346,4.026135968,3.687232597,4.700994923
494.456,3.874332939,5.200868849,5.438059148,9.768007764,13.4375402,10.62686242,1.72798892,1.543650695,2.454410098,4.032635073,3.648439094,4.777542115
495.043,3.922171492,5.39816271,5.371255171,9.811200273,13.65102551,10.78571265,1.771649812,1.556180964,2.623080242,3.970161297,3.754306289,4.579597084
495.629,4.024749494,5.266597648,5.476113209,9.833314922,13.72905306,10.78458114,1.808175649,1.635798677,2.5941907,4.059780466,3.648605857,4.658168907
496.215,4.119032307,5.434914231,5.501460169,9.896991778,13.80825292,10.76561204,2.031315269,1.783926589,2.779030293,4.04586576,3.884121903,4.678670023
496.802,3.905489342,5.392843001,5.482335152,10.05199577,13.85190518,10.88785037,2.022897997,1.762432432,2.688087684,4.273546237,3.819479251,4.760054751
497.388,3.969959635,5.357859992,5.375353494,9.97616497,13.76563265,10.9853724,1.956378995,1.728089324,2.761317926,4.158881887,3.724182772,4.830195157
497.974,3.978767904,5.331934449,5.523543659,9.883288991,13.81652352,10.91183024,2.164018681,1.82047674,2.709626993,4.139821986,3.82162711,4.888614752
498.56,4.134289393,5.397440379,5.636600456,10.06336109,13.83422767,11.11460381,2.169692111,1.998724632,2.997482293,4.306545614,3.924922989,4.87409947
499.146,3.963837792,5.385709718,5.472651319,9.825616207,13.68922079,10.93340079,2.275757911,1.929320717,3.015912442,4.045144431,3.833766583,4.867957396
499.733,4.095931693,5.265764888,5.408698836,10.15634376,14.02550187,11.19097892,2.393010597,2.090438504,3.116879931,4.281250957,4.028074492,4.980780959
500.319,4.098111962,5.509660386,5.610356087,9.896306346,14.18397109,11.11665425,2.484136239,2.170825242,3.175354108,4.32983492,4.093058783,5.039094299
500.905,4.038143034,5.360443488,5.446942583,10.12470012,14.03821973,11.21824134,2.55033704,2.239025687,3.167570471,4.346465781,3.967000618,4.909978381
501.491,3.977811104,5.386355884,5.489374058,9.886714241,14.12592919,11.30277016,2.576044725,2.35375107,3.154834091,4.359118419,3.956319426,4.876280374
502.077,3.975595837,5.532096015,5.557749701,10.00348517,13.84214793,11.00954436,2.600828728,2.401643465,3.2799491,4.290932128,3.983880374,4.861147239
502.663,4.084148527,5.516874701,5.48264341,10.04406724,14.1319269,11.31065155,2.914302423,2.544928166,3.346956756,4.474601913,4.095200365,4.986441481
503.249,3.962202901,5.348480157,5.384077615,10.03854695,14.06741345,11.36195935,2.716033491,2.530580769,3.038164455,4.381087774,3.971770961,4.94197631
503.835,4.052153278,5.274325577,5.490023495,10.14262154,14.23633822,11.33147508,2.804772592,2.617272975,3.376630359,4.467650643,4.053753301,5.112086172
504.42,4.085974161,5.448644871,5.502559912,10.12630683,14.16059797,11.51434124,3.006254737,2.540030841,3.428701629,4.321387597,4.107719718,5.033158254
505.006,4.130908628,5.214800623,5.615249291,9.962904122,14.25984011,11.43457614,2.783241004,2.565414055,3.48200495,4.411342633,4.056912311,5.053689341
505.592,4.247836235,5.47655732,5.752188853,10.1404878,14.42815039,11.49748769,3.166056913,2.812841552,3.48996443,4.689045339,4.295695635,5.284280938
506.178,4.090189615,5.496645531,5.639944182,10.34884705,14.54080738,11.24364947,3.092459436,2.926082046,3.461465784,4.584652339,4.141442739,5.133521519
506.763,4.176933083,5.343222023,5.657430619,10.28322105,14.18474543,11.60993683,3.039744289,2.9347133,3.686446793,4.54582585,4.229665607,5.223682278
507.349,4.126640854,5.529282236,5.605759019,10.33235324,14.35789388,11.549954,3.15139186,2.871797664,3.659696379,4.639277596,4.177024891,5.318730457
507.935,4.066323472,5.316763937,5.610524847,10.14401365,14.28698066,11.3635756,3.16079668,3.083950181,3.732232187,4.570713191,4.22595323,5.194940743
508.52,4.224088895,5.433939692,5.688814831,10.17642573,14.66536521,11.67730423,3.29267754,3.059115139,3.73704923,4.621067737,4.128037445,5.348597274
509.106,4.193555798,5.453922738,5.691405396,10.53678231,14.61192152,11.76112157,3.357106191,3.234823383,3.828802166,4.665839962,4.259005705,5.261878776
509.692,4.195746468,5.566749385,5.833641793,10.28588398,14.49518689,11.73325566,3.456036624,3.229388711,3.857647469,4.886480608,4.385529382,5.309794036
510.277,4.157662189,5.423288905,5.728379,10.46051132,14.58687299,11.78951273,3.567709924,3.116623934,3.714515919,4.867132163,4.444518175,5.376662984
510.863,4.264749083,5.500977853,5.696716038,10.34819876,14.67861564,11.92695213,3.445038107,3.274990263,3.813388094,4.868452188,4.39288721,5.230845888
511.448,4.1869724,5.491651383,5.634749739,10.33092647,14.69045972,11.78230721,3.713381349,3.189928801,3.942890544,4.73076851,4.52848979,5.453098127
512.033,4.150367279,5.540514493,5.690609403,10.44878599,14.90453177,11.95905328,3.709037394,3.281865573,4.066335459,4.916376089,4.514869732,5.529642053
512.619,4.154885958,5.538133746,5.720468596,10.36837519,14.5923439,11.90786448,3.568588878,3.323119757,3.993032137,4.961534359,4.517569372,5.697199909
513.204,4.216573125,5.457966825,5.577647038,10.30753311,14.72778775,11.81946075,3.654747388,3.38873362,3.758248157,4.856501543,4.456833104,5.482487758
513.789,4.259569479,5.713836109,5.886579552,10.52639623,14.972262,12.04245332,3.744695511,3.376324762,4.045667269,5.134060303,4.602094292,5.551491659
514.375,4.241482905,5.51339666,5.72739691,10.46812309,14.57164844,11.94812539,3.680995853,3.277810237,4.224800637,4.953067671,4.496731158,5.629242915
514.96,4.2270271,5.471542466,5.706889324,10.48183102,14.83526952,12.06541401,3.804197415,3.350151478,3.873364399,4.884819703,4.553851185,5.630950617
515.545,4.200221315,5.60697577,5.689218918,10.46692403,14.91349378,12.09370235,3.796159237,3.450253477,4.089032632,4.976536343,4.571462958,5.644393213
516.13,4.140556086,5.540671355,5.794683463,10.60991238,15.02988267,12.14702215,3.690431024,3.465519685,4.187625252,5.236995425,4.565779182,5.815400813
516.715,4.238289323,5.626635783,5.893942193,10.62007737,14.98137246,12.10942705,3.843885821,3.677080473,4.180465654,5.136379478,4.850421317,5.79952751
517.3,4.158539816,5.68904489,5.854533225,10.77003355,15.21895963,12.28284302,4.032086435,3.558595497,4.106817335,5.224262149,4.688143005,5.915117158
517.885,4.30340874,5.653052236,5.899245585,10.70756685,15.12963921,12.26547871,3.872271675,3.679934133,4.082061345,5.324468525,4.765858624,5.802378309
518.47,4.442035449,5.483372465,5.62275422,10.62671728,14.98366344,12.2746543,3.750458874,3.675237126,4.242065475,5.344610915,4.773413497,5.865153741
519.055,4.320735711,5.581131291,5.82263318,10.72504748,15.16345162,12.27401891,3.780018498,3.499259266,4.138502605,5.162183714,4.874381205,5.749282177
519.64,4.495634189,5.733920726,6.050226962,10.75261447,15.15846288,12.27268766,4.019997315,3.760703057,4.273475169,5.221131355,4.852181484,5.842967083
520.225,4.105217658,5.450397832,5.647581374,10.74083915,15.08679751,12.18574733,3.927021055,3.662650171,4.053134661,5.345115872,4.801854476,5.848442256
520.81,4.294891168,5.596483715,5.899325982,10.59023512,15.27006436,12.23490157,3.832349003,3.589398787,4.053334902,5.275244381,4.83572672,5.838074126
521.395,4.397040426,5.776585795,6.064215172,10.87854985,15.29689814,12.43232705,4.035509308,3.788967169,4.248484182,5.488706347,4.941025928,6.161595456
521.98,4.346841064,5.635285252,5.912618151,10.75613862,15.46505691,12.49088669,3.863810477,3.654955925,4.235729812,5.437816929,5.014970933,5.901363247
522.565,4.235514915,5.664318883,5.746978844,10.64493291,15.18194167,12.43258239,3.990343425,3.656464483,4.165071675,5.407755139,5.082736279,6.034941184
523.149,4.32031207,5.620844092,5.93065135,10.85289364,15.22618803,12.56618165,4.051908608,3.692680582,4.281772137,5.55029508,5.098560631,6.142836042
523.734,4.426712713,5.68903038,6.125153764,11.06935628,15.65238878,12.72653017,4.169835043,3.854077138,4.391163029,5.657956697,5.185688389,6.330586679
524.319,4.415340379,5.748218289,5.950709545,10.74307998,15.41236707,12.60978362,4.144255392,3.763833833,4.24019674,5.539495386,5.189242101,5.969581921
524.903,4.249450212,5.708882109,5.88846768,10.82413012,15.36910442,12.5456378,4.105324029,3.852753088,4.202234349,5.577845447,5.156643608,6.165877214
